id,province,city_id,city,district,subdistrict
1132,Jawa Barat,115,Kota Depok,Pancoran Mas,Rangkapan Jaya Baru
1133,Jawa Barat,115,Kota Depok,Sawangan,Bedahan
1134,Jawa Barat,115,Kota Depok,Sawangan,Cinangka
1135,Jawa Barat,115,Kota Depok,Sawangan,Kedaung
1136,Jawa Barat,115,Kota Depok,Sawangan,Pasir Putih
1137,Jawa Barat,115,Kota Depok,Sawangan,Pengasinan
1138,Jawa Barat,115,Kota Depok,Sawangan,Sawangan Baru
1139,Jawa Barat,115,Kota Depok,Sawangan,Sawangan
1140,Jawa Barat,115,Kota Depok,Sukmajaya,Abadijaya
1141,Jawa Barat,115,Kota Depok,Sukmajaya,Baktijaya
1142,Jawa Barat,115,Kota Depok,Sukmajaya,Cisalak
1143,Jawa Barat,115,Kota Depok,Sukmajaya,Mekarjaya
1144,Jawa Barat,115,Kota Depok,Sukmajaya,Sukmajaya
1145,Jawa Barat,115,Kota Depok,Sukmajaya,Tirtajaya
1146,Jawa Barat,115,Kota Depok,Tapos,Cilangkap
1147,Jawa Barat,115,Kota Depok,Tapos,Cimpaeun
1148,Jawa Barat,115,Kota Depok,Tapos,Jatijajar
1149,Jawa Barat,115,Kota Depok,Tapos,Leuwinanggung
1150,Jawa Barat,115,Kota Depok,Tapos,Sukamaju Baru
1151,Jawa Barat,115,Kota Depok,Tapos,Sukatani
1152,Jawa Barat,115,Kota Depok,Tapos,Tapos
1153,DKI Jakarta,152,Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat
1154,DKI Jakarta,152,Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur
1155,DKI Jakarta,152,Jakarta Pusat,Cempaka Putih,Rawasari
1156,DKI Jakarta,152,Jakarta Pusat,Gambir,Cideng
1157,DKI Jakarta,152,Jakarta Pusat,Gambir,Duri Pulo
1158,DKI Jakarta,152,Jakarta Pusat,Gambir,Gambir
1159,DKI Jakarta,152,Jakarta Pusat,Gambir,Kebon Kelapa
1160,DKI Jakarta,152,Jakarta Pusat,Gambir,Petojo Selatan
1161,DKI Jakarta,152,Jakarta Pusat,Gambir,Petojo Utara
1162,DKI Jakarta,152,Jakarta Pusat,Johar Baru,Galur
1163,DKI Jakarta,152,Jakarta Pusat,Johar Baru,Johar Baru
1164,DKI Jakarta,152,Jakarta Pusat,Johar Baru,Kampung Rawa
1165,DKI Jakarta,152,Jakarta Pusat,Johar Baru,Tanah Tinggi
1166,DKI Jakarta,152,Jakarta Pusat,Kemayoran,Cempaka Baru
1167,DKI Jakarta,152,Jakarta Pusat,Kemayoran,Gunung Sahari Selatan
1168,DKI Jakarta,152,Jakarta Pusat,Kemayoran,Harapan Mulya
1169,DKI Jakarta,152,Jakarta Pusat,Kemayoran,Kebon Kosong
1170,DKI Jakarta,152,Jakarta Pusat,Kemayoran,Kemayoran
1171,DKI Jakarta,152,Jakarta Pusat,Kemayoran,Serdang
1172,DKI Jakarta,152,Jakarta Pusat,Kemayoran,Sumur Batu
1173,DKI Jakarta,152,Jakarta Pusat,Kemayoran,Utan Panjang
1174,DKI Jakarta,152,Jakarta Pusat,Menteng,Cikini
1175,DKI Jakarta,152,Jakarta Pusat,Menteng,Gondangdia
1176,DKI Jakarta,152,Jakarta Pusat,Menteng,Kebon Sirih
1177,DKI Jakarta,152,Jakarta Pusat,Menteng,Menteng
1178,DKI Jakarta,152,Jakarta Pusat,Menteng,Pegangsaan
1179,DKI Jakarta,152,Jakarta Pusat,Sawah Besar,Gunung Sahari Utara
1180,DKI Jakarta,152,Jakarta Pusat,Sawah Besar,Karang Anyar
1181,DKI Jakarta,152,Jakarta Pusat,Sawah Besar,Kartini
1182,DKI Jakarta,152,Jakarta Pusat,Sawah Besar,Mangga Dua Selatan
1183,DKI Jakarta,152,Jakarta Pusat,Sawah Besar,Pasar Baru
1184,DKI Jakarta,152,Jakarta Pusat,Senen,Bungur
1185,DKI Jakarta,152,Jakarta Pusat,Senen,Kenari
1186,DKI Jakarta,152,Jakarta Pusat,Senen,Kramat
1187,DKI Jakarta,152,Jakarta Pusat,Senen,Kwitang
1188,DKI Jakarta,152,Jakarta Pusat,Senen,Paseban
1189,DKI Jakarta,152,Jakarta Pusat,Senen,Senen
1190,DKI Jakarta,152,Jakarta Pusat,Tanah Abang,Bendungan Hilir
1191,DKI Jakarta,152,Jakarta Pusat,Tanah Abang,Gelora
1192,DKI Jakarta,152,Jakarta Pusat,Tanah Abang,Kampung Bali
1193,DKI Jakarta,152,Jakarta Pusat,Tanah Abang,Karet Tengsin
1194,DKI Jakarta,152,Jakarta Pusat,Tanah Abang,Kebon Kacang
1195,DKI Jakarta,152,Jakarta Pusat,Tanah Abang,Kebon Melati
1196,DKI Jakarta,152,Jakarta Pusat,Tanah Abang,Petamburan
1197,DKI Jakarta,155,Jakarta Utara,Cilincing,Cilincing
1198,DKI Jakarta,155,Jakarta Utara,Cilincing,Kalibaru
1199,DKI Jakarta,155,Jakarta Utara,Cilincing,Marunda
1200,DKI Jakarta,155,Jakarta Utara,Cilincing,Rorotan
1201,DKI Jakarta,155,Jakarta Utara,Cilincing,Semper Barat
1202,DKI Jakarta,155,Jakarta Utara,Cilincing,Semper Timur
1203,DKI Jakarta,155,Jakarta Utara,Cilincing,Sukapura
1204,DKI Jakarta,155,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat
1205,DKI Jakarta,155,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur
1206,DKI Jakarta,155,Jakarta Utara,Kelapa Gading,Pegangsaan Dua
1207,DKI Jakarta,155,Jakarta Utara,Koja,Koja
1208,DKI Jakarta,155,Jakarta Utara,Koja,Lagoa
1209,DKI Jakarta,155,Jakarta Utara,Koja,Rawa Badak Selatan
1210,DKI Jakarta,155,Jakarta Utara,Koja,Rawa Badak Utara
1211,DKI Jakarta,155,Jakarta Utara,Koja,Tugu Selatan
1212,DKI Jakarta,155,Jakarta Utara,Koja,Tugu Utara
1213,DKI Jakarta,155,Jakarta Utara,Pademangan,Ancol
1214,DKI Jakarta,155,Jakarta Utara,Pademangan,Pademangan Barat
1215,DKI Jakarta,155,Jakarta Utara,Pademangan,Pademangan Timur
1216,DKI Jakarta,155,Jakarta Utara,Penjaringan,Kamal Muara
1217,DKI Jakarta,155,Jakarta Utara,Penjaringan,Kapuk Muara
1218,DKI Jakarta,155,Jakarta Utara,Penjaringan,Pejagalan
1219,DKI Jakarta,155,Jakarta Utara,Penjaringan,Penjaringan
1220,DKI Jakarta,155,Jakarta Utara,Penjaringan,Pluit
1221,DKI Jakarta,155,Jakarta Utara,Tanjung Priok,Kebon Bawang
1222,DKI Jakarta,155,Jakarta Utara,Tanjung Priok,Papanggo
1223,DKI Jakarta,155,Jakarta Utara,Tanjung Priok,Sungai Bambu
1224,DKI Jakarta,155,Jakarta Utara,Tanjung Priok,Sunter Agung
1225,DKI Jakarta,155,Jakarta Utara,Tanjung Priok,Sunter Jaya
1226,DKI Jakarta,155,Jakarta Utara,Tanjung Priok,Tanjung Priok
1227,DKI Jakarta,155,Jakarta Utara,Tanjung Priok,Warakas
1228,DKI Jakarta,154,Jakarta Timur,Cakung,Cakung Barat
1229,DKI Jakarta,154,Jakarta Timur,Cakung,Cakung Timur
1230,DKI Jakarta,154,Jakarta Timur,Cakung,Jatinegara
1231,DKI Jakarta,154,Jakarta Timur,Cakung,Penggilingan
1232,DKI Jakarta,154,Jakarta Timur,Cakung,Pulo Gebang
1233,DKI Jakarta,154,Jakarta Timur,Cakung,Rawa Terate
1234,DKI Jakarta,154,Jakarta Timur,Cakung,Ujung Menteng
1235,Jawa Barat,115,Kota Depok,Cipayung,Bambu Apus
1236,Jawa Barat,115,Kota Depok,Cipayung,Ceger
1237,Jawa Barat,115,Kota Depok,Cipayung,Cilangkap
1238,Jawa Barat,115,Kota Depok,Cipayung,Cipayung
1239,Jawa Barat,115,Kota Depok,Cipayung,Lubang Buaya
1240,Jawa Barat,115,Kota Depok,Cipayung,Munjul
1241,Jawa Barat,115,Kota Depok,Cipayung,Pondok Ranggon
1242,Jawa Barat,115,Kota Depok,Cipayung,Setu
1243,DKI Jakarta,154,Jakarta Timur,Ciracas,Cibubur
1244,DKI Jakarta,154,Jakarta Timur,Ciracas,Ciracas
1245,DKI Jakarta,154,Jakarta Timur,Ciracas,Kelapa Dua Wetan
1246,DKI Jakarta,154,Jakarta Timur,Ciracas,Rambutan
1247,DKI Jakarta,154,Jakarta Timur,Ciracas,Susukan
1248,DKI Jakarta,154,Jakarta Timur,Duren Sawit,Duren Sawit
1249,DKI Jakarta,154,Jakarta Timur,Duren Sawit,Klender
1250,DKI Jakarta,154,Jakarta Timur,Duren Sawit,Malaka Jaya
1251,DKI Jakarta,154,Jakarta Timur,Duren Sawit,Malaka Sari
1252,DKI Jakarta,154,Jakarta Timur,Duren Sawit,Pondok Bambu
1253,DKI Jakarta,154,Jakarta Timur,Duren Sawit,Pondok Kelapa
1254,DKI Jakarta,154,Jakarta Timur,Duren Sawit,Pondok Kopi
1255,DKI Jakarta,154,Jakarta Timur,Jatinegara,Bali Mester
1256,DKI Jakarta,154,Jakarta Timur,Jatinegara,Bidara Cina
1257,DKI Jakarta,154,Jakarta Timur,Jatinegara,Cipinang Besar Selatan
1258,DKI Jakarta,154,Jakarta Timur,Jatinegara,Cipinang Besar Utara
1259,DKI Jakarta,154,Jakarta Timur,Jatinegara,Cipinang Cempedak
1260,DKI Jakarta,154,Jakarta Timur,Jatinegara,Cipinang Muara
1261,DKI Jakarta,154,Jakarta Timur,Jatinegara,Kampung Melayu
1262,DKI Jakarta,154,Jakarta Timur,Jatinegara,Rawa Bunga
1263,DKI Jakarta,154,Jakarta Timur,Kramat Jati,Balekambang
1264,DKI Jakarta,154,Jakarta Timur,Kramat Jati,Batu Ampar
1265,DKI Jakarta,154,Jakarta Timur,Kramat Jati,Cawang
1266,DKI Jakarta,154,Jakarta Timur,Kramat Jati,Cililitan
1267,DKI Jakarta,154,Jakarta Timur,Kramat Jati,Dukuh
1268,DKI Jakarta,154,Jakarta Timur,Kramat Jati,Kramat Jati
1269,DKI Jakarta,154,Jakarta Timur,Kramat Jati,Tengah
1270,DKI Jakarta,154,Jakarta Timur,Makasar,Cipinang Melayu
1271,DKI Jakarta,154,Jakarta Timur,Makasar,Halim Perdana Kusuma
1272,DKI Jakarta,154,Jakarta Timur,Makasar,Kebon Pala
1273,DKI Jakarta,154,Jakarta Timur,Makasar,Makasar
1274,DKI Jakarta,154,Jakarta Timur,Makasar,Pinang Ranti
1275,DKI Jakarta,154,Jakarta Timur,Matraman,Kayu Manis
1276,DKI Jakarta,154,Jakarta Timur,Matraman,Kebon Manggis
1277,DKI Jakarta,154,Jakarta Timur,Matraman,Pal Meriam
1278,DKI Jakarta,154,Jakarta Timur,Matraman,Pisangan Baru
1279,DKI Jakarta,154,Jakarta Timur,Matraman,Utan Kayu Selatan
1280,DKI Jakarta,154,Jakarta Timur,Matraman,Utan Kayu Utara
1281,DKI Jakarta,154,Jakarta Timur,Pasar Rebo,Baru
1282,DKI Jakarta,154,Jakarta Timur,Pasar Rebo,Cijantung
1283,DKI Jakarta,154,Jakarta Timur,Pasar Rebo,Gedong
1284,DKI Jakarta,154,Jakarta Timur,Pasar Rebo,Kalisari
1285,DKI Jakarta,154,Jakarta Timur,Pasar Rebo,Pekayon
1286,DKI Jakarta,154,Jakarta Timur,Pulo Gadung,Cipinang
1287,DKI Jakarta,154,Jakarta Timur,Pulo Gadung,Jati
1288,DKI Jakarta,154,Jakarta Timur,Pulo Gadung,Jatinegara Kaum
1289,DKI Jakarta,154,Jakarta Timur,Pulo Gadung,Kayu Putih
1290,DKI Jakarta,154,Jakarta Timur,Pulo Gadung,Pisangan Timur
1291,DKI Jakarta,154,Jakarta Timur,Pulo Gadung,Pulo Gadung
1292,DKI Jakarta,154,Jakarta Timur,Pulo Gadung,Rawamangun
1293,DKI Jakarta,153,Jakarta Selatan,Cilandak,Cilandak Barat
1294,DKI Jakarta,153,Jakarta Selatan,Cilandak,Cipete Selatan
1295,DKI Jakarta,153,Jakarta Selatan,Cilandak,Gandaria Selatan
1296,DKI Jakarta,153,Jakarta Selatan,Cilandak,Lebak Bulus
1297,DKI Jakarta,153,Jakarta Selatan,Cilandak,Pondok Labu
1298,DKI Jakarta,153,Jakarta Selatan,Jagakarsa,Ciganjur
1299,DKI Jakarta,153,Jakarta Selatan,Jagakarsa,Cipedak
1300,DKI Jakarta,153,Jakarta Selatan,Jagakarsa,Jagakarsa
1301,DKI Jakarta,153,Jakarta Selatan,Jagakarsa,Lenteng Agung
1302,DKI Jakarta,153,Jakarta Selatan,Jagakarsa,Srengseng Sawah
1303,DKI Jakarta,153,Jakarta Selatan,Jagakarsa,Tanjung Barat
1304,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Cipete Utara
1305,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Gandaria Utara
1306,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Gunung
1307,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Kramat Pela
1308,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Melawai
1309,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Petogogan
1310,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Pulo
1311,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Rawa Barat
1312,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Selong
1313,DKI Jakarta,153,Jakarta Selatan,Kebayoran Baru,Senayan
1314,DKI Jakarta,153,Jakarta Selatan,Kebayoran Lama,Cipulir
1315,DKI Jakarta,153,Jakarta Selatan,Kebayoran Lama,Grogol Selatan
1316,DKI Jakarta,153,Jakarta Selatan,Kebayoran Lama,Grogol Utara
1317,DKI Jakarta,153,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan
1318,DKI Jakarta,153,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara
1319,DKI Jakarta,153,Jakarta Selatan,Kebayoran Lama,Pondok Pinang
1320,DKI Jakarta,153,Jakarta Selatan,Mampang Prapatan,Bangka
1321,DKI Jakarta,153,Jakarta Selatan,Mampang Prapatan,Kuningan Barat
1322,DKI Jakarta,153,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan
1323,DKI Jakarta,153,Jakarta Selatan,Mampang Prapatan,Pela Mampang
1324,DKI Jakarta,153,Jakarta Selatan,Mampang Prapatan,Tegal Parang
1325,DKI Jakarta,153,Jakarta Selatan,Pancoran,Cikoko
1326,DKI Jakarta,153,Jakarta Selatan,Pancoran,Duren Tiga
1327,DKI Jakarta,153,Jakarta Selatan,Pancoran,Kalibata
1328,DKI Jakarta,153,Jakarta Selatan,Pancoran,Pancoran
1329,DKI Jakarta,153,Jakarta Selatan,Pancoran,Pengadegan
1330,DKI Jakarta,153,Jakarta Selatan,Pancoran,Rawajati
1331,DKI Jakarta,153,Jakarta Selatan,Pasar Minggu,Cilandak Timur
1332,DKI Jakarta,153,Jakarta Selatan,Pasar Minggu,Jati Padang
1333,DKI Jakarta,153,Jakarta Selatan,Pasar Minggu,Kebagusan
1334,DKI Jakarta,153,Jakarta Selatan,Pasar Minggu,Pasar Minggu
1335,DKI Jakarta,153,Jakarta Selatan,Pasar Minggu,Pejaten Barat
1336,DKI Jakarta,153,Jakarta Selatan,Pasar Minggu,Pejaten Timur
1337,DKI Jakarta,153,Jakarta Selatan,Pasar Minggu,Ragunan
1338,DKI Jakarta,153,Jakarta Selatan,Pesanggrahan,Bintaro
1339,DKI Jakarta,153,Jakarta Selatan,Pesanggrahan,Pesanggrahan
1340,DKI Jakarta,153,Jakarta Selatan,Pesanggrahan,Petukangan Selatan
1341,DKI Jakarta,153,Jakarta Selatan,Pesanggrahan,Petukangan Utara
1342,DKI Jakarta,153,Jakarta Selatan,Pesanggrahan,Ulujami
1343,DKI Jakarta,153,Jakarta Selatan,Setiabudi,Guntur
1344,DKI Jakarta,153,Jakarta Selatan,Setiabudi,Karet Kuningan
1345,DKI Jakarta,153,Jakarta Selatan,Setiabudi,Karet Semanggi
1346,DKI Jakarta,153,Jakarta Selatan,Setiabudi,Karet
1347,DKI Jakarta,153,Jakarta Selatan,Setiabudi,Kuningan Timur
1348,DKI Jakarta,153,Jakarta Selatan,Setiabudi,Menteng Atas
1349,DKI Jakarta,153,Jakarta Selatan,Setiabudi,Pasar Manggis
1350,DKI Jakarta,153,Jakarta Selatan,Setiabudi,Setiabudi
1351,DKI Jakarta,153,Jakarta Selatan,Tebet,Bukit Duri
1352,DKI Jakarta,153,Jakarta Selatan,Tebet,Kebon Baru
1353,DKI Jakarta,153,Jakarta Selatan,Tebet,Manggarai Selatan
1354,DKI Jakarta,153,Jakarta Selatan,Tebet,Manggarai
1355,DKI Jakarta,153,Jakarta Selatan,Tebet,Menteng Dalam
1356,DKI Jakarta,153,Jakarta Selatan,Tebet,Tebet Barat
1357,DKI Jakarta,153,Jakarta Selatan,Tebet,Tebet Timur
1358,DKI Jakarta,151,Jakarta Barat,Cengkareng,Cengkareng Barat
1359,DKI Jakarta,151,Jakarta Barat,Cengkareng,Cengkareng Timur
1360,DKI Jakarta,151,Jakarta Barat,Cengkareng,Duri Kosambi
1361,DKI Jakarta,151,Jakarta Barat,Cengkareng,Kapuk
1362,DKI Jakarta,151,Jakarta Barat,Cengkareng,Kedaung Kali Angke
1363,DKI Jakarta,151,Jakarta Barat,Cengkareng,Rawa Buaya
1364,DKI Jakarta,151,Jakarta Barat,Grogol Petamburan,Grogol
1365,DKI Jakarta,151,Jakarta Barat,Grogol Petamburan,Jelambar Baru
1366,DKI Jakarta,151,Jakarta Barat,Grogol Petamburan,Jelambar
1367,DKI Jakarta,151,Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan
1368,DKI Jakarta,151,Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara
1369,DKI Jakarta,151,Jakarta Barat,Grogol Petamburan,Tomang
1370,DKI Jakarta,151,Jakarta Barat,Grogol Petamburan,Wijaya Kusuma
1371,DKI Jakarta,151,Jakarta Barat,Taman Sari,Keagungan
1372,DKI Jakarta,151,Jakarta Barat,Taman Sari,Krukut
1373,DKI Jakarta,151,Jakarta Barat,Taman Sari,Mangga Besar
1374,DKI Jakarta,151,Jakarta Barat,Taman Sari,Maphar
1375,DKI Jakarta,151,Jakarta Barat,Taman Sari,Pinangsia
1376,DKI Jakarta,151,Jakarta Barat,Taman Sari,Taman Sari
1377,DKI Jakarta,151,Jakarta Barat,Taman Sari,Tangki
1378,DKI Jakarta,151,Jakarta Barat,Tambora,Angke
1379,DKI Jakarta,151,Jakarta Barat,Tambora,Duri Selatan
1380,DKI Jakarta,151,Jakarta Barat,Tambora,Duri Utara
1381,DKI Jakarta,151,Jakarta Barat,Tambora,Jembatan Besi
1382,DKI Jakarta,151,Jakarta Barat,Tambora,Jembatan Lima
1383,DKI Jakarta,151,Jakarta Barat,Tambora,Kali Anyar
1384,DKI Jakarta,151,Jakarta Barat,Tambora,Krendang
1385,DKI Jakarta,151,Jakarta Barat,Tambora,Pekojan
1386,DKI Jakarta,151,Jakarta Barat,Tambora,Roa Malaka
1387,DKI Jakarta,151,Jakarta Barat,Tambora,Tambora
1388,DKI Jakarta,151,Jakarta Barat,Tambora,Tanah Sereal
1389,DKI Jakarta,151,Jakarta Barat,Kebon Jeruk,Duri Kepa
1390,DKI Jakarta,151,Jakarta Barat,Kebon Jeruk,Kebon Jeruk
1391,DKI Jakarta,151,Jakarta Barat,Kebon Jeruk,Kedoya Selatan
1392,DKI Jakarta,151,Jakarta Barat,Kebon Jeruk,Kedoya Utara
1393,DKI Jakarta,151,Jakarta Barat,Kebon Jeruk,Kelapa Dua
1394,DKI Jakarta,151,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan
1395,DKI Jakarta,151,Jakarta Barat,Kebon Jeruk,Sukabumi Utara
1396,DKI Jakarta,151,Jakarta Barat,Kalideres,Kalideres
1397,DKI Jakarta,151,Jakarta Barat,Kalideres,Kamal
1398,DKI Jakarta,151,Jakarta Barat,Kalideres,Pegadungan
1399,DKI Jakarta,151,Jakarta Barat,Kalideres,Semanan
1400,DKI Jakarta,151,Jakarta Barat,Kalideres,Tegal Alur
1401,DKI Jakarta,151,Jakarta Barat,Palmerah,Jatipulo
1402,DKI Jakarta,151,Jakarta Barat,Palmerah,Kemanggisan
1403,DKI Jakarta,151,Jakarta Barat,Palmerah,Kota Bambu Selatan
1404,DKI Jakarta,151,Jakarta Barat,Palmerah,Kota Bambu Utara
1405,DKI Jakarta,151,Jakarta Barat,Palmerah,Palmerah
1406,DKI Jakarta,151,Jakarta Barat,Palmerah,Slipi
1407,DKI Jakarta,151,Jakarta Barat,Kembangan,Joglo
1408,DKI Jakarta,151,Jakarta Barat,Kembangan,Kembangan Selatan
1409,DKI Jakarta,151,Jakarta Barat,Kembangan,Kembangan Utara
1410,DKI Jakarta,151,Jakarta Barat,Kembangan,Meruya Selatan
1411,DKI Jakarta,151,Jakarta Barat,Kembangan,Meruya Utara
1412,DKI Jakarta,151,Jakarta Barat,Kembangan,Srengseng
1413,DKI Jakarta,189,Kepulauan Seribu,Kepulauan Seribu Utara,Pulau Harapan
1414,DKI Jakarta,189,Kepulauan Seribu,Kepulauan Seribu Utara,Pulau Kelapa
1415,DKI Jakarta,189,Kepulauan Seribu,Kepulauan Seribu Utara,Pulau Panggang
1416,DKI Jakarta,189,Kepulauan Seribu,Kepulauan Seribu Selatan,Pulau Pari
1417,DKI Jakarta,189,Kepulauan Seribu,Kepulauan Seribu Selatan,Pulau Tidung
1418,DKI Jakarta,189,Kepulauan Seribu,Kepulauan Seribu Selatan,Pulau Untung Jawa
1419,Banten,457,Kota Tangerang Selatan,Ciputat,Cipayung
1420,Banten,457,Kota Tangerang Selatan,Ciputat,Ciputat
1421,Banten,457,Kota Tangerang Selatan,Ciputat,Jombang
1422,Banten,457,Kota Tangerang Selatan,Ciputat,Sawah
1423,Banten,457,Kota Tangerang Selatan,Ciputat,Sawah Baru
1424,Banten,457,Kota Tangerang Selatan,Ciputat,Serua
1425,Banten,457,Kota Tangerang Selatan,Ciputat,Serua Indah
1426,Banten,457,Kota Tangerang Selatan,Ciputat Timur,Cempaka Putih
1427,Banten,457,Kota Tangerang Selatan,Ciputat Timur,Cireundeu
1428,Banten,457,Kota Tangerang Selatan,Ciputat Timur,Pisangan
1429,Banten,457,Kota Tangerang Selatan,Ciputat Timur,Pondok Ranji
1430,Banten,457,Kota Tangerang Selatan,Ciputat Timur,Rempoa
1431,Banten,457,Kota Tangerang Selatan,Ciputat Timur,Rengas
1432,Banten,457,Kota Tangerang Selatan,Pamulang,Bambu Apus
1433,Banten,457,Kota Tangerang Selatan,Pamulang,Benda Baru
1434,Banten,457,Kota Tangerang Selatan,Pamulang,Kedaung
1435,Banten,457,Kota Tangerang Selatan,Pamulang,Pamulang Barat
1436,Banten,457,Kota Tangerang Selatan,Pamulang,Pamulang Timur
1437,Banten,457,Kota Tangerang Selatan,Pamulang,Pondok Benda
1438,Banten,457,Kota Tangerang Selatan,Pamulang,Pondok Cabe Ilir
1439,Banten,457,Kota Tangerang Selatan,Pamulang,Pondok Cabe Udik
1440,Banten,457,Kota Tangerang Selatan,Pondok Aren,Jurangmangu Barat
1441,Banten,457,Kota Tangerang Selatan,Pondok Aren,Jurangmangu Timur
1442,Banten,457,Kota Tangerang Selatan,Pondok Aren,Pondok Kacang Barat
1443,Banten,457,Kota Tangerang Selatan,Pondok Aren,Pondok Kacang Timur
1444,Banten,457,Kota Tangerang Selatan,Pondok Aren,Perigi Lama
1445,Banten,457,Kota Tangerang Selatan,Pondok Aren,Perigi Baru
1446,Banten,457,Kota Tangerang Selatan,Pondok Aren,Pondok Aren
1447,Banten,457,Kota Tangerang Selatan,Pondok Aren,Pondok Karya
1448,Banten,457,Kota Tangerang Selatan,Pondok Aren,Pondok Jaya
1449,Banten,457,Kota Tangerang Selatan,Pondok Aren,Pondok Betung
1450,Banten,457,Kota Tangerang Selatan,Pondok Aren,Pondok Pucung
1451,Banten,457,Kota Tangerang Selatan,Serpong,Buaran
1452,Banten,457,Kota Tangerang Selatan,Serpong,Ciater
1453,Banten,457,Kota Tangerang Selatan,Serpong,Cilenggang
1454,Banten,457,Kota Tangerang Selatan,Serpong,Lengkong Gudang
1455,Banten,457,Kota Tangerang Selatan,Serpong,Lengkong Gudang Timur
1456,Banten,457,Kota Tangerang Selatan,Serpong,Lengkong Wetan
1457,Banten,457,Kota Tangerang Selatan,Serpong,Rawa Buntu
1458,Banten,457,Kota Tangerang Selatan,Serpong,Rawa Mekar Jaya
1459,Banten,457,Kota Tangerang Selatan,Serpong,Serpong
1460,Banten,457,Kota Tangerang Selatan,Serpong Utara,Jelupang
1461,Banten,457,Kota Tangerang Selatan,Serpong Utara,Lengkong Karya
1462,Banten,457,Kota Tangerang Selatan,Serpong Utara,Pakualam
1463,Banten,457,Kota Tangerang Selatan,Serpong Utara,Pakulonan
1464,Banten,457,Kota Tangerang Selatan,Serpong Utara,Paku Jaya
1465,Banten,457,Kota Tangerang Selatan,Serpong Utara,Pondok Jagung
1466,Banten,457,Kota Tangerang Selatan,Serpong Utara,Pondok Jagung Timur
1467,Banten,457,Kota Tangerang Selatan,Setu,Babakan
1468,Banten,457,Kota Tangerang Selatan,Setu,Bakti Jaya
1469,Banten,457,Kota Tangerang Selatan,Setu,Kademangan
1470,Banten,457,Kota Tangerang Selatan,Setu,Keranggan
1471,Banten,457,Kota Tangerang Selatan,Setu,Muncul
1472,Banten,457,Kota Tangerang Selatan,Setu,Setu
1473,Banten,456,Kota Tangerang,Batuceper,Batuceper
1474,Banten,456,Kota Tangerang,Batuceper,Batujaya
1475,Banten,456,Kota Tangerang,Batuceper,Batusari
1476,Banten,456,Kota Tangerang,Batuceper,Kebon Besar
1477,Banten,456,Kota Tangerang,Batuceper,Poris Gaga
1478,Banten,456,Kota Tangerang,Batuceper,Poris Gaga Baru
1479,Banten,456,Kota Tangerang,Batuceper,Poris Jaya
1480,Banten,456,Kota Tangerang,Benda,Belendung
1481,Banten,456,Kota Tangerang,Benda,Benda
1482,Banten,456,Kota Tangerang,Benda,Jurumudi
1483,Banten,456,Kota Tangerang,Benda,Jurumudi Baru
1484,Banten,456,Kota Tangerang,Benda,Pajang
1485,Banten,456,Kota Tangerang,Cibodas,Cibodas
1486,Banten,456,Kota Tangerang,Cibodas,Cibodasari
1487,Banten,456,Kota Tangerang,Cibodas,Cibodas Baru
1488,Banten,456,Kota Tangerang,Cibodas,Jatiuwung
1489,Banten,456,Kota Tangerang,Cibodas,Panunggangan Barat
1490,Banten,456,Kota Tangerang,Cibodas,Uwung Jaya
1491,Banten,456,Kota Tangerang,Ciledug,Paninggilan
1492,Banten,456,Kota Tangerang,Ciledug,Paninggilan Utara
1493,Banten,456,Kota Tangerang,Ciledug,Parung Serab
1494,Banten,456,Kota Tangerang,Ciledug,Sudimara Barat
1495,Banten,456,Kota Tangerang,Ciledug,Sudimara Jaya
1496,Banten,456,Kota Tangerang,Ciledug,Sudimara Selatan
1497,Banten,456,Kota Tangerang,Ciledug,Sudimara Timur
1498,Banten,456,Kota Tangerang,Ciledug,Tajur
1499,Banten,456,Kota Tangerang,Cipondoh,Cipondoh
1500,Banten,456,Kota Tangerang,Cipondoh,Cipondoh Indah
1501,Banten,456,Kota Tangerang,Cipondoh,Cipondoh Makmur
1502,Banten,456,Kota Tangerang,Cipondoh,Gondrong
1503,Banten,456,Kota Tangerang,Cipondoh,Kenanga
1504,Banten,456,Kota Tangerang,Cipondoh,Ketapang
1505,Banten,456,Kota Tangerang,Cipondoh,Petir
